	mock1_1	mock2_1	salt_1h_1	salt_2h_1	heat_1h_1	heat_2h_1	mock1_2	mock2_2	salt_1h_2	salt_2h_2	heat_1h_2	heat_2h_2
ENSG00000143228	9.9655	8.9271	4.7378	6.2417	5.3792	2.6449	5.6423	5.8525	2.5635	2.2987	3.2934	1.3233
ENSG00000185630	1.9311	1.6473	1.951	0.9976	1.6029	0.9818	2.6757	2.7258	2.7036	1.2314	2.4572	1.312
ENSG00000162761	0	0	0	0	0.0066	0.0198	0	0	0	0	0.0074	0.0154
ENSG00000143171	0	0	0	0.0153	0	0	0	0	0	0	0	0
ENSG00000236206	0	0	0	0	0	0.2245	0.1518	0	0	0	0	0.0655
ENSG00000143198	3.8839	3.6275	2.4126	2.5378	2.2857	1.0678	3.7493	3.4962	1.6948	1.2136	1.9754	0.8787
ENSG00000143149	4.7488	4.6246	2.3654	2.2781	3.8202	2.5712	5.328	5.1296	1.7912	1.6344	3.7326	2.1734
ENSG00000273365	0.1341	0	0.3067	0.212	0.5311	1.5152	0	0.0432	0.3359	0.2181	0.5546	0.9287
ENSG00000143183	6.514	5.9855	4.1981	4.7899	6.5049	4.8295	6.0579	5.9041	3.1936	2.4972	6.0953	4.4563
ENSG00000143179	4.2355	4.2382	2.8913	2.3395	3.8966	2.3993	4.698	4.4268	2.805	1.5958	3.6967	2.2429
ENSG00000188859	0.0244	0.0182	0.0262	0	0.0104	0	0.028	0.0118	0.0184	0.006	0	0.006
ENSG00000234142	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143157	5.3721	5.0189	1.5112	1.2438	2.4083	1.1633	4.8427	5.4611	1.1125	0.8129	2.3443	0.7439
ENSG00000152382	1.9799	2.2174	0.7168	0.3782	0.7933	0.2889	2.0164	1.9444	0.5123	0.1395	0.6718	0.1741
ENSG00000237096	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143195	0.0039	0	0	0	0	0.0067	0	0.0076	0	0	0.0038	0.0039
ENSG00000143194	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143167	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198842	0	0	0.0065	0	0	0.0128	0	0.0073	0	0.0074	0	0
ENSG00000143190	1.6438	1.584	2.0682	2.4634	1.6838	1.2318	1.4575	1.6397	1.7779	2.003	1.7224	1.1685
ENSG00000198821	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273160	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143162	0.3637	0.2748	0.2495	0.345	0.4835	0.3801	0.4445	0.4333	0.2186	0.2248	0.567	0.3718
ENSG00000198771	0.0114	0.0034	0	0.0135	0	0	0.0261	0	0	0.0111	0	0.0056
ENSG00000197965	5.6755	6.2229	4.2378	7.5607	6.3176	4.4378	6.1275	6.2037	4.3433	5.8846	5.5965	3.5847
ENSG00000143199	0.0796	0.0823	0.4643	0.4407	0.6306	0.8457	0.1217	0.1231	0.3749	0.4403	0.6333	0.7877
ENSG00000143158	2.9501	2.1556	2.5952	2.5138	2.4922	2.0343	3.2191	2.5412	2.1874	1.6824	2.2668	1.1749
ENSG00000143164	6.0675	5.5113	6.243	9.3188	5.9593	3.6544	6.1994	6.4293	6.7011	8.3864	6.4019	2.7958
ENSG00000143147	1.8057	2.0651	1.4015	1.2637	1.6258	0.903	2.1764	2.2723	1.0703	0.9753	1.602	0.5736
ENSG00000143155	8.8739	7.955	4.596	5.5481	7.3467	4.9215	8.3802	8.3466	4.2019	3.5336	6.5352	3.1743
ENSG00000213064	10.5985	10.7561	6.3082	6.8984	8.1398	5.3527	9.5241	9.3679	4.9531	4.3817	7.5836	4.258
ENSG00000143178	0.7239	0.8421	1.0191	0.9961	1.016	0.6739	0.6143	0.6819	1.1816	0.9505	0.7761	0.6188
ENSG00000228697	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237658	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143185	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143184	0	0	0	0.0283	0	0	0	0	0	0.0233	0.0228	0
ENSG00000143196	0	0	0	0.0216	0	0.0155	0	0	0.0274	0.0534	0.0174	0
ENSG00000235736	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143153	3.2081	3.2503	3.1607	4.2324	3.7675	4.5185	2.4829	2.5551	2.2505	2.8092	3.0311	3.0895
ENSG00000143156	1.2328	1.0063	0.9401	0.6399	1.1183	0.7942	0.9763	1.0152	0.7341	0.4435	0.8457	0.7137
ENSG00000117475	5.1361	4.0862	2.8164	2.7922	4.1841	3.441	4.4379	4.7964	2.2177	1.8233	3.7697	3.2662
ENSG00000117477	0	0.0222	0.0106	0.0294	0.0105	0.0105	0	0	0.0373	0.0121	0	0.0123
ENSG00000234437	0	0	0.0175	0.0242	0.0518	0.1036	0	0	0.0306	0.0199	0.0194	0.0201
ENSG00000117479	1.0476	1.1332	0.4796	0.379	0.8211	0.7899	0.8951	1.192	0.2534	0.2426	1.0506	0.7641
ENSG00000198734	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174175	0	0	0	0	0	0	0	0	0	0.0091	0	0
ENSG00000000460	2.8108	2.5912	1.2182	1.2164	2.3327	1.3169	2.0334	2.2147	1.0712	0.7458	1.8013	1.0554
ENSG00000188404	0	0	0	0	0	0	0	0	0	0.0117	0	0
ENSG00000007908	0	0	0	0.0084	0	0	0	0	0	0.0416	0	0
ENSG00000230704	0	0	0	0	0	0	0	0	0	0.1409	0	0
ENSG00000171806	1.7349	1.4166	0.6198	0.6612	0.8061	0.2975	1.3725	1.9152	0.5896	0.7255	0.8475	0.4086
ENSG00000000457	2.5453	2.174	1.2314	1.1016	1.4196	1.0321	2.3569	2.2206	1.2676	0.999	1.7369	1.4301
ENSG00000075945	2.015	1.9229	1.3265	1.1638	1.4946	1.0354	2.0406	2.2541	1.8165	0.7167	1.7679	0.8037
ENSG00000203740	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233985	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224286	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000120370	2.6605	2.5399	0.9554	0.973	2.1108	1.0247	2.3753	2.5866	0.8306	0.708	1.7641	0.7263
ENSG00000225545	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235303	0.0169	0	0	0	0	0	0	0.0164	0	0	0	0
ENSG00000116132	20.8844	19.4032	15.65	30.294	13.1489	7.0226	19.5807	20.5093	15.5705	23.0711	12.6845	5.4854
ENSG00000271811	15.3315	14.8094	21.7274	38.0785	7.9104	2.9033	15.3381	15.6408	21.1915	33.1403	8.5017	3.1846
ENSG00000117501	0	0.0101	0.0073	0.0605	0	0.0072	0	0.0164	0	0.0581	0	0.0084
ENSG00000007933	0	0	0	0	0	0	0	0.0091	0.0141	0.0092	0.018	0
ENSG00000117507	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000094963	0.0052	0	0.0045	0	0	0	0	0	0	0	0	0
ENSG00000010932	0	0	0.0078	0	0	0	0	0	0	0	0	0.009
ENSG00000076258	0.3626	0.2857	0.1554	0.1689	0.1758	0.1207	0.2967	0.4253	0.0584	0.1643	0.3336	0.1281
ENSG00000117523	18.7529	19.0358	13.3306	13.9583	17.77	13.0428	17.4286	17.8637	9.9061	9.479	17.4599	11.2676
ENSG00000034971	0	0	0.0133	0	0.0132	0.1055	0	0	0.0234	0.0607	0	0.0462
ENSG00000117533	2.4448	1.9329	0.8775	0.809	1.4955	0.9207	2.2148	2.2334	0.7878	0.5795	1.3745	0.7937
ENSG00000010165	3.6043	4.2539	1.2653	1.3576	4.3317	4.5199	2.9733	3.498	0.9429	0.8772	3.8766	3.5403
ENSG00000197959	0.1092	0.1302	0.1576	0.218	0.1292	0.112	0.1316	0.111	0.177	0.2214	0.1617	0.1165
ENSG00000135845	1.4585	1.4312	0.4168	0.436	0.7985	0.4595	1.2854	1.3306	0.5338	0.2676	0.8089	0.5672
ENSG00000180999	0	0	0.0162	0.0448	0	0	0	0	0.0568	0.0922	0	0.0187
ENSG00000094975	5.1414	4.6717	2.6322	2.0026	4.1611	2.9818	4.0701	4.215	2.25	1.1162	3.4298	1.9957
ENSG00000117560	0	0	0.0295	0.0204	0	0.073	0	0	0.0518	0	0.0164	0.017
ENSG00000224228	0.363	0.3849	0.3804	0.1913	0.2396	0.0684	0.4621	0.6624	0.6666	0.5117	0.5389	0.4788
ENSG00000224000	0.1981	0.2954	0.1699	0.0587	0.2101	0.1679	0.5675	0.5263	0.3721	0.0483	0.1418	0.098
ENSG00000120337	0.0812	0.029	0.0557	0.1347	0.0413	0.0138	0.1488	0.3763	0.2195	0.396	0.1549	0.0803
ENSG00000226375	0	0.0282	0.243	0.336	0.0401	0.04	0	0.0913	0.6387	0.5992	0.0451	0.0467
ENSG00000117586	0.3059	0.3008	0.3615	0.4019	0.2736	0.1961	0.3978	0.4313	0.559	0.9601	0.4103	0.3435
ENSG00000117592	29.1904	28.9319	17.9334	20.8166	29.2531	20.265	32.845	33.2506	16.4261	14.2286	25.8462	15.6228
ENSG00000162753	0	0	0.0057	0.055	0	0	0	0	0.01	0.1229	0	0.0131
ENSG00000183831	0	0.0134	0	0.1593	0.0285	0	0	0	0	0.295	0.0107	0
ENSG00000076321	3.846	3.2809	1.8919	1.4172	3.1462	1.6424	3.1249	3.493	1.6461	0.7551	2.9391	1.0459
ENSG00000120334	5.0538	4.648	3.1107	3.6097	4.53	3.1863	3.4651	3.9208	2.561	3.3589	4.0824	2.8343
ENSG00000117593	5.1241	4.5053	2.1059	2.7028	3.9504	2.3954	3.5225	3.7464	1.3805	1.1552	3.0773	1.3983
ENSG00000185278	2.0897	1.9245	1.0136	0.4964	1.3653	0.9605	1.7612	1.894	1.1221	0.4118	1.5084	0.9922
ENSG00000117601	0.0555	0.0551	0.9827	0.6357	1.2862	2.0363	0.0424	0.125	1.2499	0.7576	1.376	1.8836
ENSG00000135870	6.7658	6.3714	4.5094	5.4838	6.8074	4.6289	6.2754	6.7762	4.3402	3.3605	6.9134	4.0846
ENSG00000224977	0	0.1741	0	0	0	0.4946	0.2229	0.094	0	0	0	0.0962
ENSG00000227373	0	0	0.0241	0	0	0.0238	0	0.0544	0	0	0	0
ENSG00000152061	1.6461	1.4869	1.7418	1.478	1.6348	1.2436	1.8424	1.9232	1.98	1.7363	1.8365	1.4166
ENSG00000203737	1.0185	0.8187	1.6327	0.7614	1.1647	0.6191	1.0147	1.2618	2.0292	0.7778	1.1832	0.679
ENSG00000116161	5.9618	5.0428	3.2964	3.6075	34.9061	71.6214	3.494	4.0626	2.1498	1.9392	34.033	74.1802
ENSG00000120333	2.2867	2.2706	0.9265	1.1769	1.1513	0.7239	2.2169	2.5001	0.7929	0.7479	1.0911	0.435
ENSG00000120332	0	0	0.0056	0.0154	0	0.0496	0	0	0.0098	0.0826	0	0.0322
ENSG00000235750	0.7774	0.6752	0.2573	0.2102	0.5092	0.2831	0.8751	0.7115	0.2562	0.2263	0.6443	0.3373
ENSG00000116147	0	0	0	0.0209	0	0	0	0	0	0.054	0	0
ENSG00000224718	0	0	0	0	0	0	0	0	0	0.0176	0	0
ENSG00000227740	0.3968	0.5621	5.2317	3.8234	3.1146	4.5394	0.4547	0.6229	7.0061	4.1629	3.0771	5.5941
